pt,Assigned_Topic
Body temperature decreased,Other
Body temperature decreased,Other
Asthma,Respiratory
Asthma,Respiratory
Asthma,Respiratory
Asthma,Respiratory
Asthma,Respiratory
Asthma,Respiratory
Asthma,Respiratory
Asthma,Respiratory
Asthma,Respiratory
Asthma,Respiratory
Asthma,Respiratory
Asthma,Respiratory
Asthma,Respiratory
Asthma,Respiratory
Asthma,Respiratory
Asthma,Respiratory
Asthma,Respiratory
Asthma,Respiratory
Asthma,Respiratory
Asthma,Respiratory
Asthma,Respiratory
Asthma,Respiratory
Asthma,Respiratory
Asthma,Respiratory
Asthma,Respiratory
Asthma,Respiratory
Asthma,Respiratory
Asthma,Respiratory
Asthma,Respiratory
Asthma,Respiratory
Asthma,Respiratory
Asthma,Respiratory
Asthma,Respiratory
Asthma,Respiratory
Asthma,Respiratory
Asthma,Respiratory
Asthma,Respiratory
Asthma,Respiratory
Asthma,Respiratory
Asthma,Respiratory
Asthma,Respiratory
Asthma,Respiratory
Asthma,Respiratory
Asthma,Respiratory
Asthma,Respiratory
Asthma,Respiratory
Asthma,Respiratory
Asthma,Respiratory
Asthma,Respiratory
Asthma,Respiratory
Asthma,Respiratory
Blood pressure systolic increased,Circulatory
Blood pressure systolic increased,Circulatory
Blood pressure systolic increased,Circulatory
Blood pressure systolic increased,Circulatory
Blood pressure systolic increased,Circulatory
Blood pressure systolic increased,Circulatory
Blood pressure systolic increased,Circulatory
Blood pressure systolic increased,Circulatory
Blood pressure systolic increased,Circulatory
Blood pressure systolic increased,Circulatory
Blood pressure systolic increased,Circulatory
Blood pressure systolic increased,Circulatory
Blood pressure systolic increased,Circulatory
Blood pressure systolic increased,Circulatory
Blood pressure systolic increased,Circulatory
Blood pressure systolic increased,Circulatory
Anxiety,Neurological
Anxiety,Neurological
Anxiety,Neurological
Anxiety,Neurological
Anxiety,Neurological
Anxiety,Neurological
Anxiety,Neurological
Anxiety,Neurological
Anxiety,Neurological
Anxiety,Neurological
Blood pressure increased,Circulatory
Blood pressure increased,Circulatory
Blood pressure increased,Circulatory
Blood pressure increased,Circulatory
Blood pressure increased,Circulatory
Blood pressure increased,Circulatory
Blood pressure increased,Circulatory
Blood pressure increased,Circulatory
Blood pressure increased,Circulatory
Blood pressure increased,Circulatory
Blood pressure increased,Circulatory
Blood pressure increased,Circulatory
Blood pressure increased,Circulatory
Blood pressure increased,Circulatory
Blood pressure increased,Circulatory
Blood pressure increased,Circulatory
Blood pressure increased,Circulatory
Blood pressure increased,Circulatory
Blood pressure decreased,Circulatory
Blood pressure decreased,Circulatory
Blood pressure decreased,Circulatory
Blood pressure decreased,Circulatory
Blood pressure decreased,Circulatory
Blood pressure decreased,Circulatory
Blood pressure decreased,Circulatory
Blood pressure decreased,Circulatory
Blood pressure decreased,Circulatory
Blood pressure decreased,Circulatory
Blood pressure decreased,Circulatory
Blood pressure decreased,Circulatory
Blood pressure decreased,Circulatory
Blood pressure decreased,Circulatory
Blood pressure decreased,Circulatory
Blood pressure decreased,Circulatory
Blood pressure decreased,Circulatory
Blood pressure decreased,Circulatory
Blood pressure decreased,Circulatory
Blood pressure decreased,Circulatory
Blood pressure decreased,Circulatory
Blood pressure decreased,Circulatory
Blood pressure decreased,Circulatory
Blood pressure decreased,Circulatory
Blood pressure decreased,Circulatory
Blood pressure decreased,Circulatory
Blood pressure decreased,Circulatory
Anaphylactic reaction,Allergic
Anaphylactic reaction,Allergic
Anaphylactic reaction,Allergic
Anaphylactic reaction,Allergic
Anaphylactic reaction,Allergic
Anaphylactic reaction,Allergic
Anaphylactic reaction,Allergic
Anaphylactic reaction,Allergic
Anaphylactic reaction,Allergic
Anaphylactic reaction,Allergic
Anaphylactic reaction,Allergic
Anxiety,Neurological
Anxiety,Neurological
Anxiety,Neurological
Anxiety,Neurological
Anxiety,Neurological
Anxiety,Neurological
Anxiety,Neurological
Anxiety,Neurological
Anxiety,Neurological
Anxiety,Neurological
Anxiety,Neurological
Anxiety,Neurological
Anxiety,Neurological
Anxiety,Neurological
Anxiety,Neurological
Anxiety,Neurological
Anxiety,Neurological
Anxiety,Neurological
Anxiety,Neurological
Anxiety,Neurological
Anxiety,Neurological
Anxiety,Neurological
Asthma,Respiratory
Asthma,Respiratory
Asthma,Respiratory
Asthma,Respiratory
Asthma,Respiratory
Asthma,Respiratory
Asthma,Respiratory
Asthma,Respiratory
Asthma,Respiratory
Asthma,Respiratory
Asthma,Respiratory
Asthma,Respiratory
Asthma,Respiratory
Asthma,Respiratory
Asthma,Respiratory
Asthma,Respiratory
Asthma,Respiratory
Asthma,Respiratory
Asthma,Respiratory
Asthma,Respiratory
Asthma,Respiratory
Asthma,Respiratory
Asthma,Respiratory
Allergy to animal,Allergic
Allergy to animal,Allergic
Allergy to animal,Allergic
Allergy to animal,Allergic
Allergy to animal,Allergic
Allergy to animal,Allergic
Allergy to animal,Allergic
Anaphylactic reaction,Allergic
Anaphylactic reaction,Allergic
Anaphylactic reaction,Allergic
Anaphylactic reaction,Allergic
Anaphylactic reaction,Allergic
Anaphylactic reaction,Allergic
Anaphylactic reaction,Allergic
Anaphylactic reaction,Allergic
Anaphylactic reaction,Allergic
Anaphylactic reaction,Allergic
Abdominal pain upper,Digestive
Abdominal pain upper,Digestive
Abdominal pain upper,Digestive
Abdominal pain upper,Digestive
Abdominal pain upper,Digestive
Abdominal pain upper,Digestive
Abdominal pain upper,Digestive
Abdominal pain upper,Digestive
Abdominal pain upper,Digestive
Abdominal pain upper,Digestive
Abdominal pain upper,Digestive
Abdominal pain upper,Digestive
Abdominal pain upper,Digestive
Asthma,Respiratory
Asthma,Respiratory
Asthma,Respiratory
Asthma,Respiratory
Asthma,Respiratory
Asthma,Respiratory
Asthma,Respiratory
Asthma,Respiratory
Asthma,Respiratory
Asthma,Respiratory
Asthma,Respiratory
Asthma,Respiratory
Asthma,Respiratory
Asthma,Respiratory
Asthma,Respiratory
Asthma,Respiratory
Asthma,Respiratory
Asthma,Respiratory
Asthma,Respiratory
Asthma,Respiratory
Asthma,Respiratory
Arthralgia,Musculoskeletal
Arthralgia,Musculoskeletal
Arthralgia,Musculoskeletal
Arthralgia,Musculoskeletal
Arthralgia,Musculoskeletal
Arthralgia,Musculoskeletal
Arthralgia,Musculoskeletal
Arthralgia,Musculoskeletal
Arthralgia,Musculoskeletal
Arthralgia,Musculoskeletal
Arthralgia,Musculoskeletal
Arthralgia,Musculoskeletal
Arthralgia,Musculoskeletal
Arthralgia,Musculoskeletal
Arthralgia,Musculoskeletal
Arthralgia,Musculoskeletal
Arthralgia,Musculoskeletal
Arthralgia,Musculoskeletal
Arthralgia,Musculoskeletal
Arthralgia,Musculoskeletal
Bronchitis,Respiratory
Bronchitis,Respiratory
Bronchitis,Respiratory
Bronchitis,Respiratory
Bronchitis,Respiratory
Bronchitis,Respiratory
Bronchitis,Respiratory
Bronchitis,Respiratory
Bronchitis,Respiratory
Bronchitis,Respiratory
Bronchitis,Respiratory
Bronchitis,Respiratory
Bronchitis,Respiratory
Bronchitis,Respiratory
Bronchitis,Respiratory
Bronchitis,Respiratory
Bronchitis,Respiratory
Bronchitis,Respiratory
Bronchitis,Respiratory
Anxiety,Neurological
Anxiety,Neurological
Anxiety,Neurological
Anxiety,Neurological
Anxiety,Neurological
Anxiety,Neurological
Anxiety,Neurological
Anxiety,Neurological
Anxiety,Neurological
Anxiety,Neurological
Anxiety,Neurological
Asthma,Respiratory
Asthma,Respiratory
Asthma,Respiratory
Asthma,Respiratory
Asthma,Respiratory
Asthma,Respiratory
Asthma,Respiratory
Asthma,Respiratory
Asthma,Respiratory
Asthma,Respiratory
Asthma,Respiratory
Asthma,Respiratory
Asthma,Respiratory
Asthma,Respiratory
Asthma,Respiratory
Asthma,Respiratory
Asthma,Respiratory
Asthma,Respiratory
Asthma,Respiratory
Asthma,Respiratory
Asthma,Respiratory
Asthma,Respiratory
Asthma,Respiratory
Asthma,Respiratory
Asthma,Respiratory
Asthma,Respiratory
Asthma,Respiratory
Asthma,Respiratory
Asthma,Respiratory
Asthma,Respiratory
Asthma,Respiratory
Asthma,Respiratory
Asthma,Respiratory
Asthma,Respiratory
Asthma,Respiratory
Asthma,Respiratory
Asthma,Respiratory
Abdominal discomfort,Digestive
Abdominal discomfort,Digestive
Abdominal discomfort,Digestive
Abdominal discomfort,Digestive
Abdominal discomfort,Digestive
Abdominal discomfort,Digestive
Abdominal discomfort,Digestive
Abdominal discomfort,Digestive
Abdominal discomfort,Digestive
Abdominal discomfort,Digestive
Abdominal discomfort,Digestive
Abdominal discomfort,Digestive
Abdominal discomfort,Digestive
Abdominal discomfort,Digestive
Abdominal discomfort,Digestive
Abdominal discomfort,Digestive
Abdominal discomfort,Digestive
Abdominal discomfort,Digestive
Abdominal discomfort,Digestive
Abdominal discomfort,Digestive
Abdominal discomfort,Digestive
Abdominal discomfort,Digestive
Abdominal discomfort,Digestive
Abdominal discomfort,Digestive
Abdominal discomfort,Digestive
Abdominal discomfort,Digestive
Abdominal discomfort,Digestive
Abdominal discomfort,Digestive
Abdominal discomfort,Digestive
Abdominal discomfort,Digestive
Abdominal discomfort,Digestive
Abdominal discomfort,Digestive
Abdominal discomfort,Digestive
Abdominal discomfort,Digestive
Abdominal discomfort,Digestive
Abdominal discomfort,Digestive
Abdominal discomfort,Digestive
Abdominal discomfort,Digestive
Abdominal discomfort,Digestive
Abdominal discomfort,Digestive
Abdominal discomfort,Digestive
Abdominal discomfort,Digestive
Abdominal discomfort,Digestive
Abdominal discomfort,Digestive
Abdominal discomfort,Digestive
Abdominal discomfort,Digestive
Abdominal discomfort,Digestive
Abdominal discomfort,Digestive
Abdominal discomfort,Digestive
Abdominal discomfort,Digestive
Abdominal discomfort,Digestive
Abdominal discomfort,Digestive
Abdominal discomfort,Digestive
Abdominal discomfort,Digestive
Abdominal discomfort,Digestive
Abdominal discomfort,Digestive
Abdominal discomfort,Digestive
Abdominal discomfort,Digestive
Asthma-chronic obstructive pulmonary disease overlap syndrome,Respiratory
Asthma-chronic obstructive pulmonary disease overlap syndrome,Respiratory
Asthma-chronic obstructive pulmonary disease overlap syndrome,Respiratory
Asthma-chronic obstructive pulmonary disease overlap syndrome,Respiratory
Bronchitis,Respiratory
Allergy to animal,Allergic
Allergy to animal,Allergic
Allergy to animal,Allergic
Allergy to animal,Allergic
Allergy to animal,Allergic
Allergy to animal,Allergic
Allergy to animal,Allergic
Allergy to animal,Allergic
Allergy to animal,Allergic
Allergy to animal,Allergic
Allergy to animal,Allergic
Allergy to animal,Allergic
Allergy to animal,Allergic
Allergy to animal,Allergic
Allergy to animal,Allergic
Allergy to animal,Allergic
Allergy to animal,Allergic
Allergy to animal,Allergic
Allergy to animal,Allergic
Allergy to animal,Allergic
Allergy to animal,Allergic
Allergy to animal,Allergic
Asthma,Respiratory
Asthma,Respiratory
Asthma,Respiratory
Asthma,Respiratory
Asthma,Respiratory
Asthma,Respiratory
Asthma,Respiratory
Asthma,Respiratory
Asthma,Respiratory
Asthma,Respiratory
Asthma,Respiratory
Asthma,Respiratory
Asthma,Respiratory
Asthma,Respiratory
Asthma,Respiratory
Asthma,Respiratory
Asthma,Respiratory
Asthma,Respiratory
Asthma,Respiratory
Asthma,Respiratory
Asthma,Respiratory
Asthma,Respiratory
Asthma,Respiratory
Asthma,Respiratory
Asthma,Respiratory
Asthma,Respiratory
Asthma,Respiratory
Asthma,Respiratory
Asthma,Respiratory
Asthma,Respiratory
Asthma,Respiratory
Asthma,Respiratory
Blood pressure systolic increased,Circulatory
Blood pressure systolic increased,Circulatory
Blood pressure systolic increased,Circulatory
Blood pressure systolic increased,Circulatory
Blood pressure systolic increased,Circulatory
Blood pressure systolic increased,Circulatory
Blood pressure systolic increased,Circulatory
Blood pressure systolic increased,Circulatory
Blood pressure systolic increased,Circulatory
Blood pressure systolic increased,Circulatory
Blood pressure systolic increased,Circulatory
Blood pressure systolic increased,Circulatory
Blood pressure systolic increased,Circulatory
Blood pressure systolic increased,Circulatory
Blood pressure systolic increased,Circulatory
Blood pressure systolic increased,Circulatory
Blood pressure systolic increased,Circulatory
Blood pressure systolic increased,Circulatory
Blood pressure systolic increased,Circulatory
Blood pressure systolic increased,Circulatory
Blood pressure systolic increased,Circulatory
Blood pressure systolic increased,Circulatory
Blood pressure systolic increased,Circulatory
Blood pressure systolic increased,Circulatory
Blood pressure systolic increased,Circulatory
Blood pressure systolic increased,Circulatory
Blood pressure systolic increased,Circulatory
Blood pressure systolic increased,Circulatory
Blood pressure systolic increased,Circulatory
Blood pressure systolic increased,Circulatory
Blood pressure systolic increased,Circulatory
Blood pressure systolic increased,Circulatory
Blood pressure systolic increased,Circulatory
Blood pressure systolic increased,Circulatory
Blood pressure systolic increased,Circulatory
Blood pressure systolic increased,Circulatory
Blood pressure systolic increased,Circulatory
Blood pressure systolic increased,Circulatory
Blood pressure systolic increased,Circulatory
Blood pressure systolic increased,Circulatory
Blood pressure systolic increased,Circulatory
Blood pressure systolic increased,Circulatory
Blood pressure systolic increased,Circulatory
Blood pressure systolic increased,Circulatory
Blood pressure systolic increased,Circulatory
Blood pressure systolic increased,Circulatory
Blood pressure systolic increased,Circulatory
Blood pressure systolic increased,Circulatory
Arthropathy,Other
Arthropathy,Other
Arthropathy,Other
Arthropathy,Other
Arthropathy,Other
Bronchitis,Respiratory
Bronchitis,Respiratory
Bronchitis,Respiratory
Bronchitis,Respiratory
Bronchitis,Respiratory
Bronchitis,Respiratory
Bronchitis,Respiratory
Bronchitis,Respiratory
Bronchitis,Respiratory
Abdominal pain,Digestive
Abdominal pain,Digestive
Abdominal pain,Digestive
Abdominal pain,Digestive
Abdominal pain,Digestive
Abdominal pain,Digestive
Abdominal pain,Digestive
Abdominal pain,Digestive
Abdominal pain,Digestive
Abdominal pain,Digestive
Abdominal pain,Digestive
Abdominal pain,Digestive
Abdominal pain,Digestive
Abdominal pain,Digestive
Abdominal pain,Digestive
Abdominal pain,Digestive
Abdominal pain,Digestive
Abdominal pain,Digestive
Abdominal pain,Digestive
Ankle fracture,Musculoskeletal
Ankle fracture,Musculoskeletal
Ankle fracture,Musculoskeletal
Ankle fracture,Musculoskeletal
Ankle fracture,Musculoskeletal
Ankle fracture,Musculoskeletal
Ankle fracture,Musculoskeletal
Ankle fracture,Musculoskeletal
Ankle fracture,Musculoskeletal
Ankle fracture,Musculoskeletal
Ankle fracture,Musculoskeletal
Ankle fracture,Musculoskeletal
Ankle fracture,Musculoskeletal
Ankle fracture,Musculoskeletal
Ankle fracture,Musculoskeletal
Ankle fracture,Musculoskeletal
Ankle fracture,Musculoskeletal
Ankle fracture,Musculoskeletal
Ankle fracture,Musculoskeletal
Ankle fracture,Musculoskeletal
Ankle fracture,Musculoskeletal
Ankle fracture,Musculoskeletal
Ankle fracture,Musculoskeletal
Alopecia,Other
Alopecia,Other
Alopecia,Other
Alopecia,Other
Alopecia,Other
Alopecia,Other
Alopecia,Other
Alopecia,Other
Alopecia,Other
Alopecia,Other
Alopecia,Other
Alopecia,Other
Alopecia,Other
Alopecia,Other
Alopecia,Other
Alopecia,Other
Alopecia,Other
Alopecia,Other
Alopecia,Other
Alopecia,Other
Alopecia,Other
Alopecia,Other
Alopecia,Other
Alopecia,Other
Alopecia,Other
Alopecia,Other
Alopecia,Other
Alopecia,Other
Alopecia,Other
Alopecia,Other
Alopecia,Other
Alopecia,Other
Abdominal pain,Digestive
Abdominal pain,Digestive
Abdominal pain,Digestive
Abdominal pain,Digestive
Abdominal pain,Digestive
Abdominal pain,Digestive
Abdominal pain,Digestive
Abdominal pain,Digestive
Abdominal pain,Digestive
Abdominal pain,Digestive
Abdominal pain,Digestive
Abdominal pain,Digestive
Abdominal pain,Digestive
Abdominal pain,Digestive
Abdominal pain,Digestive
Abdominal pain,Digestive
Abdominal pain,Digestive
Abdominal pain,Digestive
Abdominal pain,Digestive
Abdominal pain,Digestive
Abdominal pain,Digestive
Abdominal pain,Digestive
Abdominal pain,Digestive
Abdominal pain,Digestive
Abdominal pain,Digestive
Abdominal pain,Digestive
Abdominal pain,Digestive
Abdominal pain,Digestive
Abdominal pain,Digestive
Abdominal pain,Digestive
Abdominal pain,Digestive
Abdominal pain,Digestive
Abdominal pain,Digestive
Abdominal pain,Digestive
Abdominal pain,Digestive
Abdominal pain,Digestive
Abdominal pain,Digestive
Abdominal pain,Digestive
Abdominal pain,Digestive
Abdominal pain,Digestive
Abdominal pain,Digestive
Abdominal pain,Digestive
Abdominal pain,Digestive
Abdominal pain,Digestive
Abdominal pain,Digestive
Abdominal pain,Digestive
Abdominal pain,Digestive
Abdominal pain,Digestive
Abdominal pain,Digestive
Abdominal pain,Digestive
Abdominal pain,Digestive
Abdominal pain,Digestive
Abdominal pain,Digestive
Abdominal pain,Digestive
Abdominal pain,Digestive
Abdominal pain,Digestive
Abdominal pain,Digestive
Abdominal pain,Digestive
Abdominal pain,Digestive
Abdominal pain,Digestive
Abdominal pain,Digestive
Abdominal pain,Digestive
Abdominal pain,Digestive
Abdominal pain,Digestive
Abdominal pain,Digestive
Abdominal pain,Digestive
Abdominal pain,Digestive
Abdominal pain,Digestive
Asthma,Respiratory
Asthma,Respiratory
Abdominal pain upper,Digestive
Abdominal pain upper,Digestive
Abdominal pain upper,Digestive
Abdominal pain upper,Digestive
Abdominal pain upper,Digestive
Abdominal pain upper,Digestive
Abdominal pain upper,Digestive
Abdominal pain upper,Digestive
Abdominal pain upper,Digestive
Abdominal pain upper,Digestive
Abdominal pain upper,Digestive
Abdominal pain upper,Digestive
Abdominal pain upper,Digestive
Abdominal pain upper,Digestive
Abdominal pain upper,Digestive
Abdominal pain upper,Digestive
Abdominal pain upper,Digestive
Abdominal pain upper,Digestive
Abdominal pain upper,Digestive
Abdominal pain upper,Digestive
Abdominal pain upper,Digestive
Abdominal pain upper,Digestive
Abdominal pain upper,Digestive
Abdominal pain upper,Digestive
Abdominal pain upper,Digestive
Abdominal pain upper,Digestive
Abdominal pain upper,Digestive
Abdominal pain upper,Digestive
Blood pressure systolic increased,Circulatory
Blood pressure systolic increased,Circulatory
Blood pressure systolic increased,Circulatory
Blood pressure systolic increased,Circulatory
Blood pressure systolic increased,Circulatory
Blood pressure systolic increased,Circulatory
Blood pressure systolic increased,Circulatory
Blood pressure systolic increased,Circulatory
Blood pressure systolic increased,Circulatory
Blood pressure systolic increased,Circulatory
Blood pressure systolic increased,Circulatory
Blood pressure systolic increased,Circulatory
Blood pressure systolic increased,Circulatory
Blood pressure systolic increased,Circulatory
Blood pressure systolic increased,Circulatory
Blood pressure systolic increased,Circulatory
Blood pressure systolic increased,Circulatory
Blood pressure systolic increased,Circulatory
Blood pressure systolic increased,Circulatory
Blood pressure systolic increased,Circulatory
Blood pressure systolic increased,Circulatory
Blood pressure systolic increased,Circulatory
Blood pressure systolic increased,Circulatory
Blood pressure systolic increased,Circulatory
Blood pressure systolic increased,Circulatory
Blood pressure systolic increased,Circulatory
Abdominal hernia,Digestive
Abdominal hernia,Digestive
Abdominal hernia,Digestive
Abdominal hernia,Digestive
Abdominal hernia,Digestive
Abdominal hernia,Digestive
Abdominal hernia,Digestive
Abdominal hernia,Digestive
Abdominal hernia,Digestive
Abdominal hernia,Digestive
Abdominal hernia,Digestive
Abdominal hernia,Digestive
Abdominal hernia,Digestive
Abdominal hernia,Digestive
Abdominal hernia,Digestive
Abdominal hernia,Digestive
Bronchitis,Respiratory
Bronchitis,Respiratory
Bronchitis,Respiratory
Bronchitis,Respiratory
Bronchitis,Respiratory
Bronchitis,Respiratory
Bronchitis,Respiratory
Bronchitis,Respiratory
Bronchitis,Respiratory
Bronchitis,Respiratory
Bronchitis,Respiratory
Blood pressure increased,Circulatory
Blood pressure increased,Circulatory
Blood pressure increased,Circulatory
Blood pressure increased,Circulatory
Blood pressure increased,Circulatory
Blood pressure increased,Circulatory
Blood pressure increased,Circulatory
Blood pressure increased,Circulatory
Asthenia,Other
Asthenia,Other
Asthenia,Other
Asthenia,Other
Asthenia,Other
Asthenia,Other
Asthenia,Other
Asthenia,Other
Asthenia,Other
Asthenia,Other
Asthenia,Other
Asthenia,Other
Asthenia,Other
Asthenia,Other
Asthenia,Other
Asthenia,Other
Asthenia,Other
Asthenia,Other
Asthenia,Other
Asthenia,Other
Asthenia,Other
Asthenia,Other
Abdominal discomfort,Digestive
Abdominal discomfort,Digestive
Abdominal discomfort,Digestive
Abdominal discomfort,Digestive
Abdominal discomfort,Digestive
Abdominal discomfort,Digestive
Abdominal discomfort,Digestive
Abdominal discomfort,Digestive
Abdominal discomfort,Digestive
Abdominal discomfort,Digestive
Abdominal discomfort,Digestive
Abdominal discomfort,Digestive
Abdominal discomfort,Digestive
Abdominal discomfort,Digestive
Abdominal discomfort,Digestive
Abdominal discomfort,Digestive
Abdominal discomfort,Digestive
Abdominal discomfort,Digestive
Abdominal discomfort,Digestive
Abdominal discomfort,Digestive
Abdominal discomfort,Digestive
Abdominal discomfort,Digestive
Abdominal discomfort,Digestive
Abdominal discomfort,Digestive
Abdominal discomfort,Digestive
Abdominal discomfort,Digestive
Abdominal discomfort,Digestive
Abdominal discomfort,Digestive
Airway remodelling,Other
Airway remodelling,Other
Airway remodelling,Other
Airway remodelling,Other
Airway remodelling,Other
Airway remodelling,Other
Airway remodelling,Other
Airway remodelling,Other
Airway remodelling,Other
Airway remodelling,Other
Pruritus,Other
Allergy to chemicals,Allergic
Allergy to chemicals,Allergic
Allergy to chemicals,Allergic
Allergy to chemicals,Allergic
Allergy to chemicals,Allergic
Allergy to chemicals,Allergic
Allergy to chemicals,Allergic
Allergy to chemicals,Allergic
Allergy to chemicals,Allergic
Allergy to chemicals,Allergic
Allergy to chemicals,Allergic
Allergy to chemicals,Allergic
Allergy to chemicals,Allergic
Allergy to chemicals,Allergic
Allergy to chemicals,Allergic
Allergy to chemicals,Allergic
Allergy to chemicals,Allergic
Allergy to chemicals,Allergic
Allergy to chemicals,Allergic
Asthma,Respiratory
Asthma,Respiratory
Asthma,Respiratory
Asthma,Respiratory
Asthma,Respiratory
Asthma,Respiratory
Asthma,Respiratory
Asthma,Respiratory
Asthma,Respiratory
Asthma,Respiratory
Asthma,Respiratory
Asthma,Respiratory
Asthma,Respiratory
Asthma,Respiratory
Asthma,Respiratory
Asthma,Respiratory
Asthma,Respiratory
Asthma,Respiratory
Asthma,Respiratory
Asthma,Respiratory
Asthma,Respiratory
Asthma,Respiratory
Asthma,Respiratory
Asthma,Respiratory
Asthma,Respiratory
Arthralgia,Musculoskeletal
Arthralgia,Musculoskeletal
Arthralgia,Musculoskeletal
Arthralgia,Musculoskeletal
Arthralgia,Musculoskeletal
Arthralgia,Musculoskeletal
Arthralgia,Musculoskeletal
Arthralgia,Musculoskeletal
Arthralgia,Musculoskeletal
Arthralgia,Musculoskeletal
Arrhythmia,Other
Arrhythmia,Other
Arrhythmia,Other
Arrhythmia,Other
Arrhythmia,Other
Arrhythmia,Other
Arrhythmia,Other
Arrhythmia,Other
Arrhythmia,Other
Arrhythmia,Other
Arrhythmia,Other
Arrhythmia,Other
Arrhythmia,Other
Arrhythmia,Other
Arrhythmia,Other
Arrhythmia,Other
Asthma,Respiratory
Asthma,Respiratory
Asthma,Respiratory
Asthma,Respiratory
Asthma,Respiratory
Asthma,Respiratory
Asthma,Respiratory
Asthma,Respiratory
Asthma,Respiratory
Asthma,Respiratory
Asthma,Respiratory
Asthma,Respiratory
Asthma,Respiratory
Asthma,Respiratory
Asthma,Respiratory
Asthma,Respiratory
Asthma,Respiratory
Angioedema,Allergic
Angioedema,Allergic
Angioedema,Allergic
Angioedema,Allergic
Angioedema,Allergic
Angioedema,Allergic
Angioedema,Allergic
Angioedema,Allergic
Angioedema,Allergic
Angioedema,Allergic
Angioedema,Allergic
Aphonia,Other
Aphonia,Other
Aphonia,Other
Aphonia,Other
Aphonia,Other
Aphonia,Other
Aphonia,Other
Aphonia,Other
Aphonia,Other
Aphonia,Other
Aphonia,Other
Aphonia,Other
Aphonia,Other
Aphonia,Other
Aphonia,Other
Aphonia,Other
Aphonia,Other
Aphonia,Other
Aphonia,Other
Aphonia,Other
Aphonia,Other
Aphonia,Other
Aphonia,Other
Aphonia,Other
Aphonia,Other
Aphonia,Other
Aphonia,Other
Aphonia,Other
Aphonia,Other
Aphonia,Other
Aphonia,Other
Aphonia,Other
Aphonia,Other
Aphonia,Other
Aphonia,Other
Aphonia,Other
Aphonia,Other
Aphonia,Other
Aphonia,Other
Aphonia,Other
Aphonia,Other
Blood pressure systolic increased,Circulatory
Blood pressure systolic increased,Circulatory
Blood pressure systolic increased,Circulatory
Blood pressure systolic increased,Circulatory
Blood pressure systolic increased,Circulatory
Asthma,Respiratory
Asthma,Respiratory
Asthma,Respiratory
Asthma,Respiratory
Asthma,Respiratory
Asthma,Respiratory
Asthma,Respiratory
Asthma,Respiratory
Asthma,Respiratory
Asthma,Respiratory
Asthma,Respiratory
Allergy to animal,Allergic
Allergy to animal,Allergic
Allergy to animal,Allergic
Allergy to animal,Allergic
Allergy to animal,Allergic
Allergy to animal,Allergic
Allergy to animal,Allergic
Allergy to animal,Allergic
Allergy to animal,Allergic
Allergy to animal,Allergic
Allergy to animal,Allergic
Allergy to animal,Allergic
Allergy to animal,Allergic
Allergy to animal,Allergic
Allergy to animal,Allergic
Allergy to animal,Allergic
Allergy to animal,Allergic
Allergy to animal,Allergic
Allergy to animal,Allergic
Allergy to animal,Allergic
Allergy to animal,Allergic
Accident,Other
Accident,Other
Accident,Other
Accident,Other
Accident,Other
Accident,Other
Accident,Other
Accident,Other
Accident,Other
Accident,Other
Accident,Other
Accident,Other
Accident,Other
Accident,Other
Accident,Other
Accident,Other
Accident,Other
Accident,Other
Accident,Other
Accident,Other
Accident,Other
Accident,Other
Accident,Other
Asthma,Respiratory
Abdominal discomfort,Digestive
Abdominal discomfort,Digestive
Abdominal discomfort,Digestive
Abdominal discomfort,Digestive
Abdominal discomfort,Digestive
Abdominal discomfort,Digestive
Abdominal discomfort,Digestive
Abdominal discomfort,Digestive
Abdominal discomfort,Digestive
Abdominal discomfort,Digestive
Abdominal discomfort,Digestive
Abdominal discomfort,Digestive
Abdominal discomfort,Digestive
Abdominal discomfort,Digestive
Abdominal discomfort,Digestive
Abdominal discomfort,Digestive
Abdominal discomfort,Digestive
Abdominal discomfort,Digestive
Abdominal discomfort,Digestive
Abdominal discomfort,Digestive
Abdominal discomfort,Digestive
Abdominal discomfort,Digestive
Abdominal discomfort,Digestive
Abdominal discomfort,Digestive
Abdominal discomfort,Digestive
Bronchitis,Respiratory
Abscess,Other
Abscess,Other
Abscess,Other
Abscess,Other
Abscess,Other
Abscess,Other
Abscess,Other
Bronchitis,Respiratory
Bronchitis,Respiratory
Bronchitis,Respiratory
Bronchitis,Respiratory
Bronchitis,Respiratory
Bronchitis,Respiratory
Bronchitis,Respiratory
Bronchitis,Respiratory
Bronchitis,Respiratory
Bronchitis,Respiratory
Bronchitis,Respiratory
Bronchitis,Respiratory
Allergy to animal,Allergic
Allergy to animal,Allergic
Allergy to animal,Allergic
Allergy to animal,Allergic
Allergy to animal,Allergic
Allergy to animal,Allergic
Allergy to animal,Allergic
Allergy to animal,Allergic
Allergy to animal,Allergic
Allergy to animal,Allergic
Allergy to animal,Allergic
Allergy to animal,Allergic
Allergy to animal,Allergic
Anxiety,Neurological
Anxiety,Neurological
Anxiety,Neurological
Anxiety,Neurological
Anxiety,Neurological
Anxiety,Neurological
Anxiety,Neurological
Anxiety,Neurological
Anxiety,Neurological
Anxiety,Neurological
Anxiety,Neurological
Asthma,Respiratory
Asthma,Respiratory
Asthma,Respiratory
Asthma,Respiratory
Asthma,Respiratory
Asthma,Respiratory
Asthma,Respiratory
Asthma,Respiratory
Asthma,Respiratory
Asthma,Respiratory
